tenure,monthly_charges,total_charges,contract_type,customer_support_calls,internet_service,online_security,tech_support,payment_method,paperless_billing,churn
16,68.11,1089.81,Month-to-month,7,No,Yes,No,Mailed check,Yes,1
59,89.91,5304.44,Month-to-month,6,DSL,Yes,No,Bank transfer,Yes,1
69,29.59,2041.43,Month-to-month,8,Fiber optic,No,No,Electronic check,Yes,1
68,56.09,3813.93,One year,1,DSL,No,No,Credit card,Yes,1
21,92.87,1950.28,One year,7,DSL,No,No,Mailed check,Yes,1
70,85.14,5960.09,Two year,7,DSL,Yes,Yes,Mailed check,Yes,0
12,61.57,738.88,Month-to-month,5,Fiber optic,No,Yes,Bank transfer,No,1
16,81.73,1307.61,Month-to-month,2,Fiber optic,No,No,Credit card,Yes,1
14,61.82,865.42,Month-to-month,1,Fiber optic,No,No,Electronic check,No,1
61,32.65,1991.49,Two year,7,No,No,No,Credit card,No,1
71,29.98,2128.5,Month-to-month,5,Fiber optic,Yes,No,Mailed check,Yes,1
46,35.07,1613.2,Month-to-month,3,DSL,No,No,Credit card,No,1
32,48.07,1538.36,One year,4,Fiber optic,No,Yes,Bank transfer,Yes,1
15,94.44,1416.64,Month-to-month,4,DSL,No,Yes,Credit card,Yes,1
44,83.97,3694.87,Month-to-month,8,Fiber optic,No,No,Credit card,Yes,1
17,54.62,928.61,One year,8,DSL,No,No,Bank transfer,Yes,1
41,59.45,2437.29,Month-to-month,7,DSL,No,No,Credit card,No,1
54,41.25,2227.43,Month-to-month,7,Fiber optic,No,No,Bank transfer,No,1
44,76.35,3359.32,Month-to-month,1,DSL,Yes,No,Bank transfer,Yes,1
5,84.22,421.11,Month-to-month,2,Fiber optic,No,No,Bank transfer,Yes,1
27,39.11,1056.03,Month-to-month,7,No,No,No,Mailed check,Yes,1
43,23.35,1003.87,Two year,4,DSL,Yes,Yes,Credit card,Yes,0
31,69.91,2167.24,Month-to-month,6,Fiber optic,No,Yes,Bank transfer,Yes,1
17,65.0,1105.02,One year,7,Fiber optic,Yes,No,Electronic check,Yes,1
54,52.17,2817.21,Month-to-month,5,DSL,Yes,Yes,Electronic check,No,1
62,71.51,4433.71,Month-to-month,4,Fiber optic,No,No,Mailed check,No,1
32,64.05,2049.57,Month-to-month,7,DSL,No,Yes,Bank transfer,No,1
40,40.05,1601.86,Month-to-month,0,DSL,No,No,Bank transfer,Yes,1
13,51.82,673.64,Month-to-month,0,DSL,Yes,No,Mailed check,Yes,1
35,54.25,1898.72,Month-to-month,0,Fiber optic,Yes,Yes,Credit card,Yes,0
5,90.42,452.1,One year,2,Fiber optic,No,No,Bank transfer,Yes,1
29,96.87,2809.3,Month-to-month,9,DSL,No,No,Bank transfer,Yes,1
70,91.44,6400.81,Two year,5,DSL,Yes,No,Electronic check,Yes,0
25,77.53,1938.36,Month-to-month,5,Fiber optic,No,Yes,Bank transfer,No,1
22,66.8,1469.59,Month-to-month,4,Fiber optic,No,No,Mailed check,No,1
66,75.14,4959.3,Month-to-month,6,Fiber optic,No,No,Electronic check,Yes,1
45,95.13,4280.79,Month-to-month,4,DSL,No,No,Mailed check,No,1
69,40.0,2759.99,One year,1,DSL,Yes,No,Mailed check,No,0
1,62.81,62.81,One year,3,Fiber optic,No,No,Bank transfer,Yes,1
44,75.17,3307.42,Month-to-month,0,DSL,No,Yes,Credit card,Yes,1
39,74.34,2899.25,Month-to-month,6,DSL,Yes,Yes,Bank transfer,Yes,1
54,40.18,2169.85,One year,3,Fiber optic,No,No,Credit card,Yes,1
29,66.94,1941.22,Month-to-month,3,Fiber optic,Yes,No,Electronic check,Yes,1
54,83.67,4518.34,Month-to-month,3,Fiber optic,No,Yes,Mailed check,Yes,1
16,58.01,928.1,Month-to-month,2,DSL,Yes,No,Mailed check,No,0
20,83.46,1669.28,Month-to-month,7,Fiber optic,No,No,Bank transfer,No,1
46,48.79,2244.37,Month-to-month,3,Fiber optic,No,Yes,Credit card,Yes,1
67,95.1,6371.75,Two year,7,Fiber optic,Yes,Yes,Mailed check,Yes,0
65,62.71,4076.43,One year,8,DSL,No,No,Mailed check,Yes,1
58,67.68,3925.2,One year,0,Fiber optic,No,Yes,Credit card,Yes,0
53,22.51,1192.97,Month-to-month,3,Fiber optic,No,Yes,Mailed check,Yes,1
1,33.62,33.62,One year,5,Fiber optic,No,Yes,Mailed check,No,0
66,70.63,4661.89,One year,7,Fiber optic,Yes,No,Mailed check,Yes,1
29,53.59,1554.1,One year,5,DSL,Yes,No,Credit card,Yes,0
70,60.65,4245.72,Month-to-month,5,DSL,Yes,Yes,Credit card,Yes,0
8,25.04,200.3,Two year,9,DSL,No,Yes,Electronic check,No,0
29,86.73,2515.19,Month-to-month,3,DSL,Yes,No,Mailed check,No,0
51,82.76,4220.78,Two year,8,Fiber optic,No,Yes,Mailed check,Yes,1
33,34.83,1149.33,Month-to-month,6,Fiber optic,Yes,No,Electronic check,Yes,1
3,70.75,212.24,Month-to-month,5,DSL,No,No,Credit card,Yes,1
60,85.47,5127.91,Month-to-month,0,No,Yes,No,Credit card,No,1
35,71.27,2494.39,One year,1,DSL,Yes,Yes,Bank transfer,Yes,0
69,44.83,3093.4,Month-to-month,5,DSL,Yes,No,Credit card,No,1
20,72.49,1449.78,Two year,0,DSL,No,Yes,Bank transfer,Yes,0
39,36.84,1436.64,Two year,4,Fiber optic,No,No,Electronic check,No,0
4,45.46,181.84,One year,0,Fiber optic,Yes,No,Credit card,Yes,0
19,39.21,744.91,One year,2,No,No,Yes,Electronic check,No,0
45,64.55,2904.93,One year,6,DSL,No,Yes,Bank transfer,Yes,1
43,28.66,1232.3,One year,4,DSL,No,No,Mailed check,Yes,1
13,94.66,1230.64,Month-to-month,9,Fiber optic,No,Yes,Mailed check,No,1
13,46.68,606.85,One year,0,Fiber optic,Yes,No,Electronic check,Yes,1
60,37.52,2251.06,Two year,0,No,Yes,No,Mailed check,No,0
57,59.72,3404.27,Month-to-month,7,DSL,Yes,Yes,Electronic check,Yes,1
52,42.16,2192.31,Two year,8,Fiber optic,No,No,Bank transfer,No,1
53,62.79,3327.99,Month-to-month,6,DSL,No,No,Mailed check,Yes,1
43,47.88,2058.87,Month-to-month,2,Fiber optic,No,No,Bank transfer,Yes,1
42,30.57,1283.74,Month-to-month,5,DSL,Yes,Yes,Credit card,No,0
26,41.27,1073.06,Month-to-month,2,Fiber optic,Yes,No,Mailed check,Yes,1
23,55.08,1266.73,Two year,9,Fiber optic,No,Yes,Mailed check,No,1
43,22.42,964.21,Two year,3,DSL,No,No,Mailed check,No,0
28,81.65,2286.24,One year,3,DSL,No,Yes,Electronic check,Yes,0
9,69.75,627.71,Two year,2,DSL,Yes,No,Credit card,Yes,0
20,68.11,1362.18,Month-to-month,9,DSL,No,Yes,Credit card,No,1
56,63.68,3566.3,Month-to-month,5,DSL,Yes,No,Credit card,No,1
39,67.23,2621.78,One year,4,DSL,No,No,Bank transfer,Yes,0
51,94.77,4833.38,Two year,8,Fiber optic,Yes,No,Credit card,Yes,1
12,20.69,248.23,Month-to-month,8,DSL,No,No,Electronic check,Yes,1
55,23.82,1310.32,Two year,2,DSL,No,No,Electronic check,Yes,1
11,35.32,388.51,One year,8,No,No,No,Bank transfer,Yes,1
26,33.38,867.99,Two year,2,DSL,No,No,Bank transfer,Yes,1
42,34.5,1448.81,Month-to-month,3,Fiber optic,No,No,Credit card,No,1
27,73.76,1991.4,Month-to-month,0,Fiber optic,No,Yes,Credit card,Yes,1
11,56.76,624.35,One year,4,No,No,No,Electronic check,Yes,1
38,99.34,3775.01,One year,8,DSL,Yes,No,Electronic check,Yes,1
43,38.15,1640.49,Month-to-month,1,Fiber optic,Yes,No,Credit card,No,1
19,44.87,852.46,Two year,3,DSL,No,No,Electronic check,Yes,1
64,98.74,6319.31,Two year,9,No,No,No,Bank transfer,Yes,1
6,86.54,519.24,Month-to-month,1,DSL,Yes,No,Electronic check,Yes,1
46,57.58,2648.86,Month-to-month,7,Fiber optic,Yes,Yes,Credit card,Yes,1
42,64.37,2703.45,Month-to-month,8,DSL,Yes,Yes,Bank transfer,Yes,1
65,87.45,5684.53,Month-to-month,2,No,No,Yes,Electronic check,No,1
59,58.48,3450.23,One year,8,Fiber optic,Yes,No,Bank transfer,Yes,1
52,36.48,1897.06,Month-to-month,5,DSL,Yes,Yes,Credit card,No,0
47,86.28,4054.95,One year,5,DSL,Yes,No,Electronic check,Yes,0
7,63.02,441.15,One year,6,DSL,Yes,Yes,Credit card,Yes,0
11,32.24,354.68,Month-to-month,4,DSL,No,Yes,Mailed check,Yes,1
61,60.45,3687.26,One year,5,DSL,No,No,Credit card,No,1
68,53.06,3607.83,Month-to-month,0,No,Yes,No,Mailed check,Yes,1
25,90.15,2253.69,Month-to-month,2,Fiber optic,Yes,Yes,Bank transfer,No,1
12,30.08,361.01,One year,8,No,No,No,Bank transfer,Yes,1
26,90.02,2340.44,Two year,4,Fiber optic,No,Yes,Mailed check,No,0
12,60.98,731.72,Month-to-month,4,Fiber optic,Yes,No,Bank transfer,No,1
43,52.35,2251.01,Month-to-month,7,Fiber optic,Yes,Yes,Bank transfer,Yes,1
51,32.96,1680.83,Month-to-month,1,DSL,No,No,Credit card,No,1
37,76.07,2814.42,Month-to-month,6,Fiber optic,No,Yes,Mailed check,Yes,1
46,94.14,4330.65,Month-to-month,8,Fiber optic,No,No,Electronic check,Yes,1
53,50.03,2651.6,One year,6,No,Yes,Yes,Bank transfer,Yes,1
13,39.33,511.25,Month-to-month,4,Fiber optic,No,No,Bank transfer,Yes,1
54,64.39,3477.03,Two year,5,Fiber optic,No,Yes,Electronic check,Yes,1
57,83.69,4770.61,Month-to-month,3,Fiber optic,No,No,Credit card,Yes,1
4,20.3,81.21,Two year,6,Fiber optic,No,No,Credit card,Yes,1
49,70.51,3455.0,Two year,0,Fiber optic,Yes,No,Credit card,Yes,1
7,67.72,474.05,One year,3,DSL,No,No,Electronic check,Yes,1
11,45.45,499.97,Month-to-month,2,DSL,Yes,No,Credit card,Yes,1
54,56.11,3030.15,One year,3,Fiber optic,No,No,Bank transfer,No,0
45,39.76,1789.07,One year,0,No,No,No,Credit card,No,1
23,83.19,1913.39,Two year,1,DSL,No,No,Bank transfer,No,0
28,70.76,1981.36,One year,8,No,Yes,No,Electronic check,Yes,1
57,62.62,3569.16,Month-to-month,6,DSL,Yes,Yes,Credit card,Yes,1
26,51.4,1336.45,Two year,5,Fiber optic,Yes,Yes,Credit card,Yes,0
25,43.31,1082.77,Two year,1,DSL,Yes,No,Bank transfer,Yes,0
54,85.82,4634.22,One year,0,DSL,Yes,No,Electronic check,No,0
29,56.11,1627.27,Two year,1,DSL,No,No,Credit card,No,1
36,60.12,2164.17,One year,6,DSL,No,Yes,Electronic check,Yes,1
14,61.67,863.33,One year,1,DSL,No,No,Bank transfer,Yes,0
35,55.87,1955.43,One year,2,DSL,No,No,Bank transfer,No,0
30,40.49,1214.61,One year,7,DSL,No,Yes,Credit card,No,0
17,29.63,503.66,Month-to-month,6,DSL,No,No,Electronic check,Yes,1
67,27.88,1868.16,One year,8,DSL,Yes,No,Bank transfer,Yes,1
30,80.6,2417.91,One year,3,Fiber optic,Yes,Yes,Electronic check,Yes,0
45,37.88,1704.7,Month-to-month,6,Fiber optic,No,No,Mailed check,Yes,1
51,24.45,1247.15,Month-to-month,0,DSL,No,No,Mailed check,No,1
47,83.8,3938.67,One year,1,DSL,No,Yes,Credit card,Yes,0
53,32.32,1713.22,One year,6,Fiber optic,No,Yes,Electronic check,Yes,1
64,70.01,4480.75,Month-to-month,1,DSL,No,Yes,Electronic check,Yes,1
38,47.09,1789.48,Two year,5,Fiber optic,No,Yes,Bank transfer,Yes,1
64,30.12,1927.58,Two year,9,DSL,No,No,Electronic check,Yes,1
7,53.16,372.11,Month-to-month,8,DSL,No,Yes,Electronic check,Yes,1
22,21.18,466.06,Month-to-month,4,DSL,Yes,No,Bank transfer,Yes,1
41,87.28,3578.63,Two year,9,DSL,Yes,Yes,Credit card,No,0
10,61.08,610.8,Two year,6,Fiber optic,No,No,Bank transfer,Yes,1
57,31.13,1774.57,Month-to-month,0,DSL,No,Yes,Mailed check,Yes,1
7,38.96,272.71,Month-to-month,7,No,No,No,Electronic check,Yes,1
50,55.84,2791.9,Month-to-month,8,DSL,Yes,Yes,Electronic check,Yes,1
52,35.11,1825.7,One year,4,No,No,Yes,Credit card,Yes,1
33,41.49,1369.1,Month-to-month,5,DSL,Yes,Yes,Mailed check,Yes,0
1,62.75,62.75,One year,7,DSL,No,Yes,Electronic check,Yes,1
53,86.61,4590.26,Month-to-month,3,Fiber optic,No,Yes,Bank transfer,Yes,1
60,52.15,3128.83,Two year,1,DSL,Yes,No,Electronic check,Yes,0
34,77.36,2630.17,Month-to-month,9,Fiber optic,Yes,Yes,Credit card,No,1
4,90.13,360.54,One year,7,Fiber optic,Yes,No,Bank transfer,Yes,1
17,37.3,634.17,Two year,1,Fiber optic,Yes,No,Electronic check,Yes,1
4,84.58,338.3,Month-to-month,4,DSL,No,No,Credit card,No,1
43,80.59,3465.46,Month-to-month,5,Fiber optic,Yes,No,Mailed check,No,1
4,48.55,194.22,One year,4,Fiber optic,No,No,Bank transfer,Yes,1
1,99.16,99.16,Month-to-month,5,Fiber optic,Yes,No,Bank transfer,Yes,1
71,41.01,2911.41,Two year,5,DSL,Yes,Yes,Mailed check,Yes,0
50,40.38,2019.21,Month-to-month,2,No,No,No,Bank transfer,Yes,1
61,81.78,4988.62,Month-to-month,2,No,No,No,Credit card,No,1
35,54.77,1917.04,Two year,8,Fiber optic,No,Yes,Mailed check,Yes,1
8,46.46,371.71,One year,2,Fiber optic,Yes,No,Electronic check,Yes,1
24,34.29,823.03,One year,2,Fiber optic,Yes,Yes,Credit card,Yes,0
36,81.23,2924.16,Month-to-month,1,DSL,Yes,Yes,Mailed check,Yes,0
50,82.91,4145.29,Month-to-month,6,No,No,No,Electronic check,Yes,1
43,65.33,2808.98,Two year,9,No,Yes,Yes,Credit card,No,0
27,96.59,2607.8,Month-to-month,9,DSL,No,Yes,Credit card,No,1
32,45.45,1454.5,Month-to-month,3,DSL,No,Yes,Bank transfer,Yes,1
18,37.57,676.25,Month-to-month,0,Fiber optic,Yes,Yes,Bank transfer,Yes,1
28,74.2,2077.53,Month-to-month,5,DSL,No,Yes,Mailed check,Yes,1
29,80.67,2339.51,One year,4,DSL,Yes,Yes,Electronic check,Yes,0
16,37.99,607.88,Two year,1,No,No,Yes,Credit card,Yes,0
47,26.13,1228.06,One year,5,Fiber optic,No,Yes,Credit card,Yes,1
59,84.84,5005.64,One year,0,No,Yes,Yes,Mailed check,Yes,0
31,98.12,3041.72,One year,2,DSL,No,No,Bank transfer,Yes,1
4,71.57,286.3,One year,3,DSL,No,Yes,Credit card,Yes,0
37,42.23,1562.49,One year,2,Fiber optic,Yes,No,Credit card,No,0
17,99.73,1695.47,Month-to-month,5,Fiber optic,No,No,Bank transfer,No,1
39,91.46,3566.99,Month-to-month,3,DSL,No,No,Electronic check,Yes,1
48,61.07,2931.38,Two year,0,Fiber optic,No,No,Electronic check,Yes,1
46,86.03,3957.18,Month-to-month,4,No,Yes,Yes,Bank transfer,No,0
48,85.27,4092.75,Month-to-month,4,DSL,No,No,Credit card,No,1
39,94.78,3696.57,One year,8,DSL,Yes,Yes,Bank transfer,Yes,1
4,87.27,349.1,One year,7,DSL,No,Yes,Electronic check,Yes,0
30,71.49,2144.83,One year,7,Fiber optic,No,Yes,Mailed check,Yes,1
30,68.74,2062.33,Month-to-month,4,DSL,Yes,No,Mailed check,No,1
22,57.39,1262.55,Two year,7,Fiber optic,No,No,Electronic check,No,1
66,70.12,4627.84,One year,9,Fiber optic,No,No,Electronic check,Yes,1
12,83.62,1003.41,Two year,6,Fiber optic,No,No,Electronic check,No,1
36,97.52,3510.83,Month-to-month,0,DSL,No,No,Bank transfer,Yes,1
18,57.38,1032.89,Month-to-month,6,Fiber optic,Yes,Yes,Mailed check,Yes,1
53,65.89,3492.29,Month-to-month,7,Fiber optic,No,No,Electronic check,Yes,1
71,55.58,3946.5,Month-to-month,2,Fiber optic,Yes,No,Credit card,Yes,1
1,73.48,73.48,Month-to-month,8,No,No,No,Mailed check,No,1
58,70.39,4082.83,Month-to-month,7,Fiber optic,No,Yes,Bank transfer,No,1
6,21.43,128.56,One year,1,No,No,No,Credit card,No,1
70,63.29,4430.5,One year,5,DSL,Yes,Yes,Bank transfer,Yes,0
44,27.08,1191.47,One year,3,Fiber optic,No,Yes,Electronic check,No,0
24,22.11,530.66,Month-to-month,2,Fiber optic,No,No,Electronic check,Yes,1
19,83.3,1582.62,Month-to-month,5,No,Yes,Yes,Electronic check,Yes,1
18,40.69,732.46,Month-to-month,9,DSL,No,Yes,Credit card,Yes,1
30,47.25,1417.57,Month-to-month,8,DSL,Yes,No,Electronic check,Yes,1
42,25.13,1055.32,Month-to-month,1,Fiber optic,Yes,No,Mailed check,No,1
33,34.36,1133.88,Month-to-month,9,DSL,Yes,Yes,Electronic check,Yes,1
12,81.25,974.98,Two year,9,Fiber optic,Yes,Yes,Mailed check,Yes,1
27,59.48,1606.03,Two year,9,No,No,No,Credit card,No,1
39,90.45,3527.69,One year,4,No,No,Yes,Bank transfer,Yes,0
9,51.78,466.01,Two year,5,DSL,No,No,Bank transfer,Yes,1
21,41.5,871.42,One year,3,DSL,Yes,No,Mailed check,Yes,1
29,47.81,1386.43,Two year,6,Fiber optic,Yes,No,Credit card,Yes,1
33,77.02,2541.72,One year,1,Fiber optic,No,Yes,Mailed check,Yes,1
62,64.4,3992.83,One year,6,Fiber optic,Yes,Yes,Electronic check,No,0
15,92.34,1385.03,One year,1,Fiber optic,No,No,Electronic check,No,1
2,68.17,136.35,Month-to-month,0,Fiber optic,No,No,Electronic check,Yes,1
52,59.44,3090.96,One year,4,DSL,No,No,Bank transfer,Yes,1
44,82.86,3645.85,Two year,1,Fiber optic,No,Yes,Mailed check,No,1
54,95.8,5173.35,One year,7,DSL,No,Yes,Credit card,Yes,1
18,48.47,872.42,Month-to-month,7,DSL,No,Yes,Mailed check,No,1
3,39.99,119.97,Month-to-month,0,Fiber optic,No,No,Mailed check,No,1
7,69.3,485.08,Two year,3,Fiber optic,No,No,Mailed check,No,1
43,59.91,2576.12,Two year,8,Fiber optic,No,Yes,Electronic check,No,1
38,99.13,3767.12,Month-to-month,4,DSL,No,No,Electronic check,No,1
37,56.99,2108.59,Two year,9,DSL,No,No,Mailed check,Yes,1
58,25.95,1504.9,Two year,5,DSL,No,No,Electronic check,Yes,1
33,98.19,3240.25,Month-to-month,2,Fiber optic,No,No,Bank transfer,No,1
59,87.49,5161.73,Two year,4,DSL,No,No,Electronic check,Yes,0
11,34.26,376.86,Month-to-month,0,Fiber optic,No,No,Bank transfer,Yes,1
68,92.37,6281.05,One year,7,Fiber optic,No,No,Bank transfer,No,1
68,47.25,3213.23,One year,5,Fiber optic,Yes,No,Mailed check,Yes,0
22,50.17,1103.72,One year,1,Fiber optic,No,No,Mailed check,Yes,1
66,92.51,6105.75,One year,3,Fiber optic,Yes,Yes,Electronic check,Yes,0
44,62.41,2746.01,Month-to-month,3,Fiber optic,No,No,Credit card,Yes,1
6,31.02,186.13,Two year,8,Fiber optic,No,Yes,Mailed check,No,0
42,49.52,2080.03,Two year,8,DSL,No,No,Bank transfer,No,1
25,77.77,1944.19,One year,4,Fiber optic,Yes,Yes,Bank transfer,No,0
57,33.93,1934.28,Month-to-month,2,Fiber optic,Yes,Yes,Electronic check,Yes,1
55,67.22,3697.02,Month-to-month,0,DSL,No,Yes,Bank transfer,Yes,1
16,75.62,1209.95,Month-to-month,5,Fiber optic,Yes,Yes,Mailed check,Yes,1
14,47.51,665.12,Two year,7,Fiber optic,Yes,Yes,Electronic check,Yes,1
39,75.51,2944.91,Month-to-month,0,DSL,No,Yes,Electronic check,No,1
28,90.74,2540.62,Two year,0,Fiber optic,No,Yes,Credit card,Yes,1
51,57.77,2946.24,Two year,6,DSL,No,Yes,Electronic check,Yes,1
49,50.63,2481.0,One year,6,DSL,No,No,Credit card,Yes,1
9,40.09,360.83,One year,1,Fiber optic,No,Yes,Mailed check,Yes,1
58,68.34,3963.51,One year,2,Fiber optic,No,No,Bank transfer,No,1
45,90.39,4067.47,One year,1,Fiber optic,No,No,Mailed check,Yes,1
22,45.97,1011.4,Month-to-month,5,DSL,Yes,Yes,Electronic check,Yes,0
32,51.7,1654.36,Two year,7,Fiber optic,No,Yes,Credit card,Yes,1
69,52.53,3624.57,One year,7,DSL,No,Yes,Bank transfer,Yes,1
69,64.86,4475.68,One year,0,Fiber optic,No,No,Electronic check,Yes,1
42,38.27,1607.45,One year,8,Fiber optic,Yes,No,Mailed check,No,1
53,85.78,4546.18,Month-to-month,7,Fiber optic,No,Yes,Electronic check,No,1
59,43.65,2575.24,Month-to-month,8,DSL,No,Yes,Credit card,Yes,1
39,76.43,2980.73,Two year,8,Fiber optic,No,No,Mailed check,Yes,1
15,61.06,915.86,Month-to-month,5,Fiber optic,No,Yes,Electronic check,No,1
71,66.87,4747.9,One year,2,DSL,No,No,Credit card,No,0
29,34.37,996.69,Month-to-month,0,DSL,Yes,Yes,Electronic check,Yes,0
3,78.8,236.41,Month-to-month,7,Fiber optic,No,Yes,Credit card,Yes,1
10,35.09,350.9,Month-to-month,9,Fiber optic,Yes,Yes,Electronic check,Yes,1
29,29.08,843.26,Two year,2,Fiber optic,No,No,Mailed check,Yes,1
35,63.73,2230.7,One year,6,DSL,No,Yes,Mailed check,No,1
6,76.74,460.46,One year,9,Fiber optic,No,Yes,Mailed check,Yes,1
12,24.0,288.03,Two year,5,DSL,Yes,Yes,Mailed check,Yes,0
38,25.55,970.96,Month-to-month,2,Fiber optic,Yes,Yes,Mailed check,Yes,1
19,84.21,1600.07,Month-to-month,5,Fiber optic,No,No,Bank transfer,No,1
67,84.72,5676.42,One year,2,Fiber optic,Yes,Yes,Electronic check,Yes,0
8,39.62,317.0,One year,8,Fiber optic,Yes,No,Mailed check,No,1
8,69.22,553.75,Month-to-month,0,Fiber optic,No,Yes,Bank transfer,Yes,1
47,55.45,2606.36,Two year,7,Fiber optic,No,No,Bank transfer,Yes,1
4,70.62,282.46,Two year,4,DSL,No,No,Electronic check,Yes,0
51,89.03,4540.55,Month-to-month,3,DSL,No,No,Credit card,Yes,1
67,26.39,1768.03,Month-to-month,0,DSL,Yes,No,Electronic check,Yes,1
45,82.24,3700.74,Two year,8,Fiber optic,Yes,Yes,Electronic check,Yes,1
8,59.44,475.54,Month-to-month,8,No,No,No,Credit card,Yes,1
16,65.13,1042.08,Month-to-month,4,Fiber optic,No,No,Credit card,Yes,1
67,72.31,4845.07,One year,8,DSL,Yes,Yes,Mailed check,No,0
9,93.81,844.29,Month-to-month,9,DSL,No,Yes,Credit card,Yes,1
60,24.54,1472.26,Month-to-month,8,DSL,No,Yes,Credit card,Yes,1
71,22.36,1587.43,Month-to-month,6,DSL,No,No,Electronic check,Yes,1
15,34.26,513.91,One year,7,Fiber optic,Yes,Yes,Electronic check,Yes,1
71,98.92,7023.02,One year,0,DSL,No,No,Electronic check,No,0
41,77.21,3165.45,Month-to-month,3,DSL,No,Yes,Credit card,Yes,1
22,69.17,1521.77,Month-to-month,9,DSL,Yes,No,Bank transfer,Yes,1
24,23.76,570.31,One year,9,Fiber optic,Yes,No,Mailed check,Yes,1
44,90.33,3974.47,Two year,3,Fiber optic,Yes,No,Electronic check,Yes,1
1,85.02,85.02,Two year,8,Fiber optic,No,Yes,Bank transfer,Yes,1
10,73.18,731.84,Month-to-month,2,DSL,No,No,Mailed check,Yes,1
56,47.13,2639.31,One year,9,Fiber optic,Yes,No,Electronic check,Yes,1
50,25.64,1282.02,One year,9,Fiber optic,No,No,Bank transfer,No,1
12,66.4,796.84,Two year,0,DSL,No,No,Mailed check,Yes,0
60,77.58,4654.53,One year,4,DSL,Yes,No,Electronic check,No,0
26,27.54,716.02,Month-to-month,6,DSL,No,No,Electronic check,Yes,1
41,70.7,2898.76,One year,3,Fiber optic,Yes,No,Bank transfer,Yes,1
36,42.91,1544.73,Month-to-month,8,DSL,Yes,No,Credit card,No,1
23,81.14,1866.21,Month-to-month,5,Fiber optic,No,No,Credit card,Yes,1
43,63.17,2716.28,One year,5,DSL,Yes,No,Electronic check,Yes,0
6,30.32,181.94,Two year,2,Fiber optic,No,No,Bank transfer,Yes,1
69,62.12,4286.39,Month-to-month,9,DSL,No,Yes,Credit card,Yes,1
43,51.66,2221.33,One year,9,Fiber optic,Yes,No,Credit card,Yes,1
25,34.43,860.71,Month-to-month,4,Fiber optic,Yes,Yes,Credit card,Yes,1
18,87.32,1571.78,Two year,9,No,No,Yes,Bank transfer,No,0
62,20.88,1294.7,One year,5,DSL,Yes,Yes,Bank transfer,No,0
13,44.97,584.61,Month-to-month,3,DSL,Yes,Yes,Mailed check,Yes,1
43,21.01,903.33,Month-to-month,2,Fiber optic,No,No,Credit card,Yes,1
28,27.68,775.06,Month-to-month,4,DSL,No,Yes,Bank transfer,No,1
18,43.77,787.82,Month-to-month,6,Fiber optic,Yes,No,Mailed check,Yes,1
59,24.34,1436.16,Month-to-month,5,No,No,Yes,Electronic check,Yes,1
60,67.73,4063.83,One year,1,Fiber optic,No,No,Mailed check,Yes,1
63,26.95,1697.79,Month-to-month,0,DSL,No,No,Credit card,Yes,1
57,76.14,4339.81,One year,4,Fiber optic,No,Yes,Bank transfer,No,0
51,24.21,1234.78,Month-to-month,4,No,Yes,Yes,Credit card,No,0
56,24.74,1385.7,One year,5,Fiber optic,Yes,No,Credit card,No,0
27,44.43,1199.5,Month-to-month,2,Fiber optic,Yes,No,Electronic check,No,1
32,91.73,2935.22,Month-to-month,0,No,Yes,Yes,Bank transfer,Yes,0
9,71.31,641.8,One year,3,No,No,No,Bank transfer,Yes,1
68,81.61,5549.51,Month-to-month,3,No,No,No,Electronic check,Yes,1
46,31.32,1440.91,Two year,9,Fiber optic,No,Yes,Bank transfer,Yes,1
67,86.73,5810.91,One year,1,Fiber optic,No,No,Mailed check,Yes,1
26,20.65,536.94,One year,7,Fiber optic,No,Yes,Credit card,Yes,1
8,37.04,296.36,Month-to-month,5,DSL,No,No,Electronic check,No,1
6,69.29,415.72,Month-to-month,2,Fiber optic,No,No,Electronic check,Yes,1
24,50.02,1200.47,Month-to-month,0,Fiber optic,Yes,Yes,Credit card,Yes,1
48,98.74,4739.3,One year,2,Fiber optic,Yes,Yes,Electronic check,Yes,0
45,22.43,1009.22,Month-to-month,7,Fiber optic,Yes,Yes,Bank transfer,No,1
13,99.89,1298.54,Month-to-month,3,DSL,Yes,No,Bank transfer,Yes,0
69,69.89,4822.43,Month-to-month,2,Fiber optic,Yes,No,Credit card,No,1
25,64.7,1617.41,Month-to-month,3,Fiber optic,No,No,Electronic check,No,1
20,24.76,495.22,Month-to-month,3,Fiber optic,No,No,Mailed check,Yes,1
66,41.87,2763.18,Month-to-month,1,DSL,No,No,Credit card,No,1
45,93.97,4228.79,Month-to-month,3,Fiber optic,No,Yes,Bank transfer,Yes,1
47,48.34,2271.96,Month-to-month,8,Fiber optic,No,No,Bank transfer,Yes,1
63,72.93,4594.73,Month-to-month,3,No,Yes,No,Bank transfer,Yes,1
55,99.96,5497.78,One year,0,Fiber optic,No,Yes,Mailed check,No,0
19,41.05,779.87,Month-to-month,0,Fiber optic,Yes,Yes,Bank transfer,Yes,1
35,66.09,2313.03,Month-to-month,0,No,No,No,Credit card,Yes,1
53,75.72,4012.9,Month-to-month,4,Fiber optic,Yes,Yes,Credit card,Yes,1
26,33.17,862.42,Month-to-month,5,DSL,No,No,Credit card,Yes,1
14,31.89,446.51,Month-to-month,5,DSL,No,Yes,Bank transfer,Yes,1
